video_name,result,coverage_percent,total_duration_sec,active_windows
Robbery138_x264,No Annotation,16.5,20.05,"[(1.5083347, 3.91380142), (11.5311127, 11.93202382), (13.134757180000001, 13.335212740000001), (16.44227392, 16.5425017), (17.14386838, 17.24409616), (19.85001844, 19.95024622)]"
Robbery139_x264,No Annotation,16.5,31.95,"[(0.16690173000000003, 0.32663546000000004), (4.63944617, 4.9589136300000005), (8.792523150000001, 9.111990610000001), (9.431458070000001, 9.750925530000002), (14.06373624, 14.702671160000001), (17.09867711, 17.258410840000003), (17.418144570000003, 17.73761203), (18.216813220000002, 18.53628068), (24.286694960000002, 24.606162420000004), (24.765896150000003, 24.925629880000002), (28.759239400000002, 30.196842970000002), (30.356576700000005, 30.516310430000004), (30.995511620000002, 31.314979080000004), (31.634446540000003, 31.953914)]"
Robbery140_x264,No Annotation,14.0,34.71,"[(0.006993, 1.04835873), (1.221919685, 1.39548064), (4.6931387849999995, 5.040260694999999), (8.858601705, 9.03216266), (14.065430354999998, 14.759674174999999), (15.106796085, 15.280357039999998), (15.453917995, 15.627478949999999), (15.801039904999998, 15.974600859999999), (17.710210410000002, 17.883771365), (23.26416097, 23.437721924999998), (30.20659917, 30.55372108), (30.727282034999998, 30.90084299), (32.810013495, 33.504257315), (34.02494018, 34.198501135), (34.37206209, 34.545623045)]"
Robbery141_x264,No Annotation,20.0,131.98,"[(0.007504, 7.266408234999999), (21.12431632, 25.083718629999996), (26.403519399999997, 29.043120939999998), (36.30202517499999, 37.62182594499999), (38.28172632999999, 39.60152709999999), (64.67774173, 65.9975425), (68.63714404, 69.297044425), (77.21584904499998, 79.19555019999999), (80.51535096999999, 81.17525135499999), (101.63216328999998, 102.29206367499998), (107.57126675499998, 110.21086829499998), (110.87076867999998, 112.19056944999998), (131.327680615, 131.987581)]"
Robbery142_x264,No Annotation,22.0,82.68,"[(0.006976, 4.140980300000001), (5.381181590000001, 5.79458202), (7.034783310000001, 7.448183740000001), (7.86158417, 8.688385030000001), (16.129592770000002, 16.956393630000004), (17.783194490000003, 20.676997500000002), (26.464603520000004, 26.878003950000004), (29.358406530000003, 29.771806960000006), (55.40263362000001, 56.22943448000001), (66.15104480000001, 67.80464652), (68.21804695, 70.2850491), (70.69844953, 71.11184996), (78.96645813, 79.37985856), (79.79325899, 81.86026114), (82.27366157, 82.687062)]"
Robbery143_x264,No Annotation,18.0,30.48,"[(1.682009265, 2.5964219550000003), (4.57764945, 5.034855795), (5.1872579100000005, 5.644464255), (5.949268485, 6.1016706), (6.558876945000001, 7.473289635), (7.6256917500000005, 7.930495980000001), (16.617416535, 16.76981865), (18.751046145, 18.90344826), (19.81786095, 19.970263065), (20.732273640000003, 21.189479985000002), (22.56109902, 22.713501135), (22.865903250000002, 23.018305365000003), (24.999532860000002, 25.91394555), (30.333606885000002, 30.486009)]"
Robbery144_x264,No Annotation,24.0,26.08,"[(8.219571945000002, 8.349971960000001), (8.610771990000002, 9.653972110000002), (9.784372125, 9.914772140000002), (17.21717298, 17.347572995), (17.608373025, 18.2603731), (20.216373325, 23.4763737), (23.606773715, 24.25877379), (24.389173805000002, 24.51957382), (25.953973985, 26.084374)]"
Robbery145_x264,No Annotation,24.0,43.88,"[(2.63826306, 4.612912605), (6.806967655, 7.903995180000001), (16.68021538, 18.216053915), (21.507136489999997, 22.82356952), (31.59978972, 32.03860073), (33.135628255, 33.574439265), (37.74314386, 39.05957689), (39.498387900000004, 41.69244295), (43.667092495000006, 43.886498)]"
Robbery146_x264,No Annotation,18.0,53.88,"[(6.741471874999999, 8.357885285), (9.435494225, 16.439952335), (22.63620374, 22.905605975), (23.444410445, 23.983214915), (53.617460765, 53.886863)]"
Robbery147_x264,No Annotation,23.5,28.68,"[(0.004119, 0.43432035), (0.5777208, 0.72112125), (0.8645217000000001, 1.00792215), (9.4685487, 9.611949150000001), (9.7553496, 10.47235185), (10.6157523, 11.906356350000001), (15.34796715, 15.4913676), (15.63476805, 15.921568950000001), (16.0649694, 16.351770300000002), (16.49517075, 16.6385712), (16.78197165, 17.212173), (17.4989739, 17.785774800000002), (17.92917525, 18.0725757), (24.6689964, 26.1030009), (26.6766027, 26.82000315), (27.39360495, 27.8238063), (28.54080855, 28.684209)]"
Robbery148_x264,No Annotation,15.5,119.55,"[(0.603404565, 2.3966172599999997), (7.776255344999999, 8.37399291), (10.76494317, 11.362680735), (16.144581255, 16.742318819999998), (17.340056384999997, 17.93779395), (24.512907164999998, 26.30611986), (46.629197070000004, 47.8246722), (63.36584889, 63.963586455), (77.113812885, 77.71155045), (93.850464705, 96.241414965), (98.03462766, 101.62105305), (102.218790615, 103.414265745), (104.609740875, 106.40295357), (107.000691135, 107.5984287), (118.955442435, 119.55318)]"
Robbery149_x264,No Annotation,8.5,40.95,"[(0.21070293999999998, 0.8249077599999999), (5.32907644, 5.738546319999999), (5.943281259999999, 6.1480162), (6.35275114, 6.557486079999999), (9.628510179999997, 9.833245119999997), (22.936281279999996, 23.345751159999995), (39.519811419999996, 40.952956)]"
Robbery150_x264,No Annotation,29.5,122.61,"[(0.004704, 1.23084527), (31.884377020000002, 44.758860354999996), (74.79932147000001, 78.47774528000001), (79.70388655, 80.93002782), (81.543098455, 82.769239725), (105.45285322000001, 106.06592385500001), (107.29206512500001, 122.618831)]"
